d1,c1,d2,c2,d3,c3,class
34,0.74,48,1.773,31,0.076,10
34,0.75,48,1.775,31,0.081,10
32,0.42,17,0.018,42,0.3,7
32,0.415,17,0.015,42,0.35,7
32,0.46,17,0.009,42,0.28,7
32,0.45,17,0.0085,42,0.29,7
32,0.445,17,0.009,42,0.296,7
32,0.459,17,0.0085,42,0.285,7
32,0.46,17,0.008,42,0.29,7
32,0.45,17,0.008,42,0.285,7
32,0.45,17,0.0083,42,0.29,7
32,0.44,17,0.008,42,0.29,7
32,0.43,17,0.008,42,0.295,7
32,0.84,34,0.364,31,0.011,7
32,0.85,34,0.357,31,0.01,7
32,0.84,34,0.36,31,0.01,7
32,0.83,34,0.364,31,0.01,7
32,0.795,34,0.36,31,0.01,7
32,0.8,34,0.358,31,0.0102,7
32,0.8,34,0.365,31,0.01,7
32,0.79,34,0.36,31,0.0095,7
32,0.793,34,0.36,31,0.0097,7
32,0.793,34,0.36,31,0.0099,7
32,0.806,34,0.342,31,0.01,7
32,0.8,34,0.335,31,0.01,7
32,0.806,34,0.348,31,0.01,7
32,0.804,34,0.349,31,0.01,7
16,0.019,17,0.086,31,0.012,7
16,0.017,17,0.077,31,0.0108,7
16,0.015,17,0.08,31,0.01,7
16,0.0148,17,0.08,31,0.01,14
16,0.0165,17,0.077,31,0.0105,14
16,0.0146,17,0.08,31,0.01,7
16,0.0147,17,0.081,31,0.01,7
44,2.9,52,0.21,31,0.053,6
34,1.4,54,0.91,31,0.1,10
44,2.75,52,0.2,31,0.05,6
34,1.31,54,0.855,31,0.094,10
44,2.6,52,0.189,31,0.0477,6
44,2.58,52,0.2,31,0.047,6
44,2.58,52,0.2,31,0.042,6
44,2.6,52,0.205,31,0.043,6
44,2.58,52,0.198,31,0.0407,6
44,2.59,52,0.196,31,0.041,6
44,2.63,52,0.194,31,0.036,6
44,2.12,52,0.158,31,0.032,6
44,2.1,52,0.159,31,0.03,6
44,2.6,52,0.19,31,0.032,6
44,2.18,52,0.163,31,0.03,6
44,2.14,52,0.162,31,0.027,6
44,2.57,52,0.187,31,0.033,6
44,2,52,0.157,31,0.028,6
44,2,52,0.15,31,0.029,6
44,2.55,52,0.187,31,0.033,6
44,2,52,0.17,31,0.022,6
44,2,52,0.175,31,0.024,6
44,2.55,52,0.178,31,0.032,6
44,2,52,0.162,31,0.021,6
44,1.98,52,0.153,31,0.02,6
44,2.53,52,0.165,31,0.04,6
44,2,52,0.13,31,0.025,6
44,2.5,52,0.165,31,0.0396,6
44,2,52,0.15,31,0.03,6
44,2.53,52,0.17,31,0.04,6
44,2,52,0.15,31,0.025,6
44,2.55,52,0.18,31,0.038,6
44,2,52,0.13,31,0.025,6
44,2.55,52,0.16,31,0.035,6
44,2.55,52,0.15,31,0.03,6
44,2,52,0.14,31,0.028,6
44,2,52,0.15,31,0.028,6
44,1.95,52,0.14,31,0.027,6
44,2,52,0.15,31,0.026,6
44,2,52,0.16,31,0.0265,6
17,0.125,42,2,71,0,7
42,1.8,17,0.125,71,0,7
17,0.12,42,1.9,71,0,7
17,0.138,42,1.5,71,0,7
17,0.157,42,1.42,71,0,7
17,0.14,42,1.49,71,0,7
17,0.16,42,1.42,71,0,7
17,0.143,42,1.47,71,0,7
17,0.163,42,1.4,71,0,7
32,1.26,44,0.69,50,1.1,13
32,0.85,54,2,31,0.011,13
32,1.22,44,0.67,50,1.06,13
32,0.875,54,2.06,31,0.0113,13
32,1.273,44,0.697,50,1.11,13
32,0.875,54,2.15,31,0.0125,13
42,1.165,54,0.705,71,0,13
42,1.165,54,0.71,71,0,13
42,1.17,54,0.72,71,0,13
3,0.048,4,0.084,5,0.036,14
3,0.05,4,0.088,5,0.034,14
3,0.045,4,0.092,5,0.032,14
3,0.05,4,0.097,5,0.037,14
3,0.047,4,0.046,5,0.029,14
3,0.051,4,0.055,5,0.03,14
3,0.053,4,0.057,5,0.03,14
42,1.3,50,0.95,71,0,13
42,1.29,50,0.95,71,0,13
42,1.222,50,0.96,71,0,13
42,1.26,50,0.955,71,0,13
42,1.27,50,0.957,71,0,13
42,1.275,50,0.957,71,0,13
42,1.28,50,0.96,71,0,13
42,1.29,50,0.953,71,0,13
42,1.295,50,0.936,71,0,13
42,1.295,50,0.942,71,0,13
42,1.293,50,0.94,71,0,13
42,1.29,50,0.93,71,0,13
34,1.96,23,0.349,64,1.9,4
34,1.94,23,0.345,64,1.91,4
34,1.9,23,0.34,64,1.91,4
34,1.86,23,0.4,64,1.99,4
34,1.88,23,0.42,64,1.96,4
34,1.86,23,0.392,64,1.99,4
34,1.855,23,0.39,64,1.98,4
34,1.855,23,0.39,64,1.94,4
34,1.86,23,0.39,64,1.95,4
55,1.25,58,1.2,71,0,1
55,1.875,58,1.8,71,0,1
55,1.925,58,1.85,71,0,1
16,0.0147,55,1.833,58,1.96,1
16,0.0145,55,1.831,58,1.957,1
16,0.0148,55,1.84,58,1.95,1
16,0.015,55,1.85,58,1.94,1
16,0.024,55,1.92,58,1.85,1
16,0.019,55,1.52,58,1.48,1
16,0.0235,55,1.9,58,1.85,1
16,0.017,55,1.55,58,1.48,1
16,0.0235,55,1.95,58,1.88,1
16,0.016,55,1.63,58,1.55,1
16,0.0235,55,1.952,58,1.9,1
16,0.0157,55,1.63,58,1.52,1
16,0.023,55,1.913,58,1.862,1
16,0.0235,55,1.862,58,1.813,1
16,0.0154,55,1.63,58,1.49,1
16,0.023,55,1.88,58,1.83,1
16,0.0235,55,1.86,58,1.817,1
16,0.016,55,1.62,58,1.48,1
6,0.34,27,0.24,64,1.1,15
6,0.408,27,0.288,64,1.32,8
27,0.28,64,1.3,6,0.4,8
6,0.416,27,0.29,64,1.327,8
6,0.418,27,0.282,64,1.32,8
34,0.35,27,0.18,31,0.18,15
34,0.296,27,0.162,31,0.16,15
34,0.284,27,0.16,31,0.154,15
34,0.265,27,0.14,31,0.136,12
34,0.26,27,0.137,31,0.13,12
34,0.265,27,0.13,31,0.15,12
31,0.14,34,0.265,27,0.125,12
34,0.257,27,0.13,31,0.15,12
34,0.254,27,0.13,31,0.1485,12
34,0.252,27,0.134,31,0.15,12
34,0.254,27,0.1365,31,0.15,12
34,0.25,27,0.135,31,0.148,12
34,0.249,27,0.1365,31,0.147,12
34,0.264,27,0.12,31,0.14,12
34,0.26,27,0.118,31,0.139,12
34,0.264,27,0.115,31,0.14,12
34,0.26,27,0.11,31,0.14,12
34,0.25,27,0.105,31,0.14,12
34,0.23,27,0.1,31,0.15,12
34,0.25,27,0.108,31,0.14,12
34,0.253,27,0.11,31,0.14,12
34,0.255,27,0.1063,31,0.14,12
34,0.262,27,0.1135,31,0.14,12
34,0.258,27,0.115,31,0.14,12
34,0.255,27,0.111,31,0.141,12
34,0.26,27,0.1133,31,0.144,12
34,0.269,27,0.113,31,0.146,12
34,0.258,27,0.113,31,0.1428,12
34,0.258,27,0.112,31,0.145,12
34,0.262,27,0.113,31,0.147,12
34,0.258,27,0.115,31,0.143,12
34,0.258,27,0.118,31,0.147,12
34,0.265,27,0.1225,31,0.146,12
34,0.27,27,0.123,31,0.144,12
34,0.265,27,0.122,31,0.144,12
34,0.27,27,0.12,31,0.142,12
34,0.27,27,0.11,31,0.142,12
34,0.265,27,0.12,31,0.14,12
34,0.265,27,0.12,31,0.147,12
34,0.26,27,0.122,31,0.145,12
8,0.275,27,0.115,31,0.146,12
32,0.7,27,0.2,64,2.7,4
34,0.38,32,0.5,64,3,4
32,0.77,27,0.298,64,3,4
34,0.5,32,0.36,64,3,4
32,0.74,27,0.36,64,2.96,4
32,0.74,27,0.42,64,2.93,4
32,0.75,27,0.4,64,2.96,4
32,0.772,27,0.42,64,2.9,4
32,0.763,27,0.42,64,2.93,4
32,0.616,27,0.336,64,2.37,4
32,0.77,27,0.43,64,2.9,4
32,0.65,27,0.345,64,2.33,4
32,0.785,27,0.435,64,2.9,4
32,0.65,27,0.34,64,2.3,4
32,0.773,27,0.435,64,2.856,4
32,0.642,27,0.34,64,2.27,4
32,0.773,27,0.46,64,2.856,4
32,0.6,27,0.35,64,2.16,4
32,0.748,27,0.42,64,2.871,4
32,0.761,27,0.437,64,2.813,4
32,0.622,27,0.34,64,2.2,4
32,0.78,27,0.45,64,2.8,4
32,0.8,27,0.48,64,2.75,4
32,0.63,27,0.37,64,2.2,4
32,0.77,27,0.46,64,2.83,4
32,0.62,27,0.42,64,2.2,4
32,0.731,27,0.46,64,2.688,4
32,0.785,27,0.488,64,2.75,4
32,0.6,27,0.44,64,2.2,4
32,0.728,27,0.46,64,2.688,4
32,0.78,27,0.488,64,2.75,4
32,0.7,27,0.4,64,2.2,4
32,0.75,27,0.48,64,2.75,4
32,0.74,27,0.476,64,2.75,4
32,0.62,27,0.42,64,2.2,4
32,0.765,27,0.48,64,2.74,4
32,0.77,27,0.48,64,2.75,4
32,0.76,27,0.48,64,2.76,4
32,0.76,27,0.479,64,2.75,4
32,0.755,27,0.48,64,2.76,4
32,0.74,27,0.476,64,2.75,4
34,1.9,23,0.36,64,1.7,4
34,1.46,23,0.27,64,1.31,8
34,1.8,23,0.36,64,1.72,4
34,1.36,23,0.26,64,1.38,8
34,1.71,23,0.37,64,1.8,4
34,1.62,23,0.38,64,1.89,4
34,1.29,23,0.273,64,1.45,4
34,1.666,23,0.4,64,1.833,4
34,1.653,23,0.41,64,1.824,4
34,1.273,23,0.305,64,1.422,8
34,1.67,23,0.418,64,1.835,4
34,1.7,23,0.425,64,1.83,4
34,1.66,23,0.42,64,1.825,4
34,1.68,23,0.415,64,1.82,4
34,1.25,23,0.33,64,1.45,4
34,1.75,23,0.43,64,1.82,4
34,1.8,23,0.44,64,1.81,4
34,1.3,23,0.4,64,1.4,4
34,1.8,23,0.46,64,1.79,4
34,1.8,23,0.48,64,1.72,4
34,1.32,23,0.392,64,1.35,4
34,1.97,23,0.446,64,1.64,4
34,1.95,23,0.44,64,1.68,4
34,1.95,23,0.41,64,1.7,4
34,1.94,23,0.4,64,1.695,4
34,1.4,23,0.383,64,1.3,4
34,1.95,23,0.392,64,1.695,4
34,1.94,23,0.395,64,1.69,4
34,1.45,23,0.36,64,1.3,8
34,1.953,23,0.397,64,1.705,4
34,1.95,23,0.395,64,1.7,4
34,1.96,23,0.39,64,1.71,4
34,1.44,23,0.36,64,1.3,8
34,1.953,23,0.39,64,1.705,4
34,1.957,23,0.388,64,1.71,4
34,1.44,23,0.34,64,1.28,8
34,1.95,23,0.385,64,1.75,4
34,1.975,23,0.38,64,1.71,4
34,1.4,23,0.325,64,1.3,8
34,1.95,23,0.38,64,1.715,4
34,1.94,23,0.38,64,1.72,4
34,1.4,23,0.325,64,1.32,4
34,1.95,23,0.382,64,1.71,4
34,1.945,23,0.382,64,1.72,4
34,1.4,23,0.325,64,1.31,4
34,1.955,23,0.382,64,1.72,4
34,1.45,23,0.33,64,1.31,8
34,1.953,23,0.382,64,1.72,4
34,1.42,23,0.3,64,1.31,8
16,0.11,23,0.28,58,3,1
16,0.15,23,0.3,58,3,1
16,0.09,23,0.3,58,3,1
16,0.085,23,0.3,58,3,1
16,0.08,23,0.35,58,3,1
16,0.082,23,0.38,58,3,1
16,0.075,23,0.33,58,3.1,1
16,0.07,23,0.3,58,3.15,1
16,0.073,23,0.33,58,3.1,1
16,0.075,23,0.28,58,3.15,1
16,0.068,23,0.28,58,3,1
16,0.066,23,0.26,58,3,1
16,0.09,23,0.278,58,3.15,1
16,0.089,23,0.28,58,3.1,1
16,0.08,23,0.283,58,3.15,1
16,0.075,23,0.29,58,3.1,1
16,0.083,23,0.28,58,3.15,1
16,0.08,23,0.285,58,3.1,1
16,0.08,23,0.29,58,3.15,1
16,0.079,23,0.29,58,3.2,1
16,0.082,23,0.29,58,3.15,1
16,0.083,23,0.296,58,3.2,1
16,0.085,23,0.3,58,3.2,1
32,1.75,8,0.66,52,0.5,13
32,1.73,8,0.68,52,0.495,13
32,1.76,8,0.69,52,0.5,13
32,1.78,8,0.7,52,0.51,13
32,1.8,8,0.76,52,0.52,13
32,1.81,8,0.78,52,0.53,13
32,1.81,8,0.78,52,0.51,13
32,1.85,8,0.77,52,0.5,13
32,1.86,8,0.76,52,0.48,13
32,1.93,8,0.75,52,0.456,13
32,1.92,8,0.77,52,0.456,13
32,1.98,8,0.77,52,0.47,13
32,1.854,8,0.762,52,0.515,13
16,0.018,34,2.56,71,0,13
16,0.01,34,2.7,52,0.14,13
16,0.012,34,2.7,71,0,13
16,0.015,34,2.7,71,0,13
16,0.01,34,2.67,71,0,13
16,0.015,34,2.62,71,0,13
16,0.015,34,2.6,52,0.19,13
16,0.015,34,2.7,52,0.22,13
16,0.02,34,2.7,52,0.25,13
16,0.0157,34,2.835,52,0.231,13
16,0.0157,34,2.73,71,0,13
16,0.0152,34,2.75,71,0,13
16,0.0165,34,2.6,71,0,13
16,0.017,34,2.59,71,0,13
16,0.017,34,2.5,71,0,13
16,0.017,34,2.34,52,0.206,13
16,0.017,34,2.4,52,0.206,13
16,0.0175,34,2.45,52,0.212,13
16,0.02,34,2.5,52,0.208,13
16,0.0178,34,2.625,52,0.216,13
16,0.025,34,2.5,52,0.21,13
16,0.0196,34,2.6,71,0,13
14,0.142,42,0.63,54,0.73,13
42,1.12,54,0.7,71,0,13
16,0.033,34,2.2,71,0,13
16,0.036,34,2.4,71,0,13
16,0.036,34,2.42,71,0,13
16,0.043,34,2.42,71,0,13
16,0.047,34,2.42,71,0,13
16,0.048,34,2.4,52,0.21,13
16,0.05,34,2.38,52,0.22,13
16,0.0788,34,2.313,71,0,13
16,0.1226,34,2.273,71,0,13
16,0.1965,34,2.295,71,0,13
32,1.59,8,0.9,52,0.448,13
32,1.6,8,0.895,52,0.449,13
32,1.65,8,0.8,52,0.465,13
32,1.7,8,0.8,52,0.465,13
32,1.73,8,0.75,52,0.46,13
32,1.8,8,0.72,52,0.47,13
32,1.82,8,0.718,52,0.473,13
32,1.84,8,0.715,52,0.475,13
32,1.845,8,0.71,52,0.478,13
32,1.87,8,0.717,52,0.48,13
34,0.38,48,0.66,64,2.72,4
34,0.33,48,0.48,64,2.47,4
34,0.42,48,0.66,64,2.7,4
34,0.37,48,0.51,64,2.43,4
34,0.5,48,0.62,64,2.68,4
34,0.4,48,0.6,64,3,4
34,0.5,48,0.5,64,3,4
34,0.5,48,0.65,64,2.8,4
34,0.5,48,0.64,64,2.9,4
34,0.55,48,0.65,64,2.7,4
34,0.6,48,0.64,64,2.7,4
34,0.603,48,0.64,64,2.713,4
34,0.48,48,0.512,64,2.16,4
34,0.6,48,0.64,64,2.74,4
34,0.47,48,0.5,64,2.25,4
34,0.596,48,0.65,64,2.75,4
34,0.5,48,0.55,64,2.2,4
34,0.596,48,0.65,64,2.78,4
34,0.595,48,0.65,64,2.755,4
34,0.592,48,0.65,64,2.76,4
34,0.45,48,0.495,64,1.98,4
34,0.6,48,0.67,64,2.74,4
34,0.585,48,0.668,64,2.745,4
34,0.588,48,0.67,64,2.75,4
48,0.668,34,0.585,64,2.743,4
34,0.58,48,0.665,64,2.75,4
34,0.578,48,0.67,64,2.75,4
34,0.581,48,0.668,64,2.743,4
34,0.58,48,0.66,64,2.76,4
34,0.58,48,0.658,64,2.74,4
34,0.58,48,0.655,64,2.74,4
34,0.582,48,0.65,64,2.76,4
34,0.58,48,0.65,64,2.74,4
34,0.58,48,0.653,64,2.75,4
8,0.586,48,0.606,64,2.778,4
47,0.65,48,1.55,58,0.7,9
47,0.6,48,1.8,58,0.7,9
48,2.5,58,0.65,71,0,9
47,0.3,48,2,58,0.7,9
47,0.35,48,2.3,58,0.6,9
47,0.27,48,2.5,58,0.65,9
47,0.315,48,2.3,58,0.77,8
47,0.25,48,2.3,58,0.65,9
47,0.5,48,2.4,58,0.65,9
47,0.3,48,2.25,58,0.82,8
47,0.15,48,2.4,58,0.8,8
47,0.32,48,2.3,58,0.85,8
47,0.245,48,2.45,58,0.95,8
47,0.3,48,2.35,58,0.9,8
16,0.09,27,0.25,35,0.93,15
16,0.091,27,0.25,35,0.93,15
16,0.091,27,0.255,35,0.95,15
16,0.09,27,0.257,35,0.98,15
16,0.091,27,0.253,35,0.95,15
16,0.092,27,0.25,35,0.95,15
32,0.27,69,2.8,71,0,2
69,2.7,32,0.3,71,0,2
32,0.25,69,3,71,0,2
32,0.23,69,2.9,71,0,2
32,0.25,29,0.5,69,3,2
32,0.25,29,0.3,69,3,2
32,0.23,69,3,29,0.4,2
32,0.21,69,3,29,0.43,16
32,0.25,69,3,29,0.4,2
32,0.26,69,3,29,0.45,2
32,0.23,69,3,29,0.4,2
32,0.24,69,3,29,0.4,2
32,0.3,69,3,29,0.4,2
32,0.28,69,2.95,29,0.4,2
19,0.42,6,0.18,29,2.8,2
19,0.35,6,0.15,29,2.5,2
19,0.4,6,0.185,29,2.8,2
19,0.42,6,0.175,29,2.8,2
19,0.42,6,0.178,29,2.8,2
19,0.415,6,0.176,29,2.8,2
19,0.42,6,0.18,29,2.8,2
19,0.415,6,0.18,29,2.8,2
19,0.428,6,0.184,29,2.856,2
19,0.415,6,0.188,29,2.94,2
29,2.8,19,0.43,6,0.18,2
19,0.43,6,0.17,29,2.78,2
19,0.43,6,0.16,29,2.78,2
19,0.425,6,0.17,29,2.8,2
19,0.425,6,0.173,29,2.8,2
19,0.43,6,0.175,29,2.78,2
19,0.44,6,0.17,29,2.78,2
19,0.44,6,0.165,29,2.8,2
19,0.4,6,0.17,29,2.8,2
34,0.396,48,0.504,64,2.58,4
34,0.413,48,0.525,64,2.7,4
34,0.408,48,0.51,64,2.58,4
34,0.42,48,0.53,64,2.7,4
34,0.42,48,0.52,64,2.48,4
34,0.44,48,0.53,64,2.5,4
34,0.47,48,0.54,64,2.5,4
34,0.46,48,0.535,64,2.48,4
34,0.455,48,0.55,64,2.5,4
34,0.457,48,0.547,64,2.48,4
34,0.455,48,0.553,64,2.5,4
34,0.457,48,0.55,64,2.48,4
34,0.364,48,0.442,64,2,4
34,0.366,48,0.44,64,2,4
3,0.076,4,0.071,5,0.095,14
3,0.08,4,0.085,5,0.1,14
3,0.0836,4,0.0781,5,0.1045,14
3,0.083,4,0.077,5,0.11,14
3,0.0878,4,0.082,5,0.116,14
3,0.088,4,0.082,5,0.1165,14
3,0.095,4,0.091,5,0.122,14
3,0.095,4,0.092,5,0.123,14
3,0.095,4,0.091,5,0.126,14
3,0.095,4,0.092,5,0.129,14
3,0.095,4,0.093,5,0.126,14
3,0.095,4,0.095,5,0.126,14
3,0.095,4,0.093,5,0.127,14
3,0.095,4,0.094,5,0.126,14
3,0.006,4,0.015,5,0.01,5
3,0.0061,4,0.0145,5,0.011,5
3,0.006,4,0.0145,5,0.013,5
3,0.006,4,0.0145,5,0.015,5
3,0.0061,4,0.015,5,0.014,5
3,0.006,4,0.0146,5,0.0143,5
3,0.006,4,0.015,5,0.012,5
3,0.0063,4,0.0155,5,0.0123,5
3,0.006,4,0.0155,5,0.0123,5
3,0.0058,4,0.0157,5,0.0125,5
3,0.0061,4,0.0157,5,0.0123,5
3,0.0062,4,0.016,5,0.0123,5
3,0.0063,4,0.0157,5,0.0123,5
3,0.011,4,0.0163,5,0.0124,5
3,0.01,4,0.016,5,0.0125,5
33,0.046,66,0.033,71,0,14
33,0.0437,66,0.0307,71,0,14
33,0.05,66,0.04,71,0,14
33,0.052,66,0.043,71,0,14
33,0.048,66,0.05,71,0,14
33,0.045,66,0.055,71,0,14
33,0.105,66,0.048,71,0,14
33,0.08,66,0.04,71,0,14
33,0.075,66,0.042,71,0,14
33,0.08,66,0.05,71,0,14
33,0.075,66,0.05,71,0,14
33,0.07,66,0.06,71,0,14
33,0.065,66,0.07,71,0,14
66,0.0275,71,0,71,0,14
33,0.083,66,0.057,71,0,14
3,0.006,4,0.106,5,0.09,14
3,0.006,4,0.12,5,0.1,14
3,0.006,4,0.1,5,0.11,14
3,0.006,4,0.102,5,0.113,14
3,0.006,4,0.112,5,0.103,14
17,0.028,23,0.25,31,0.02,14
17,0.026,23,0.29,31,0.019,14
17,0.023,23,0.29,31,0.021,14
17,0.022,23,0.28,31,0.023,14
17,0.021,23,0.303,31,0.022,14
17,0.0205,23,0.308,31,0.021,14
17,0.019,23,0.305,31,0.02,14
17,0.018,23,0.308,31,0.02,14
17,0.255,23,0.14,31,0.26,12
17,0.278,23,0.15,31,0.29,12
17,0.306,23,0.165,31,0.348,12
17,0.3,23,0.163,31,0.33,12
17,0.022,23,0.28,31,0.023,12
17,0.023,23,0.293,31,0.024,12
17,0.283,23,0.21,31,0.348,12
17,0.294,23,0.21,31,0.353,12
17,0.283,23,0.2,31,0.345,12
17,0.294,23,0.196,31,0.352,12
17,0.283,23,0.205,31,0.345,12
17,0.287,23,0.205,31,0.345,12
17,0.296,23,0.207,31,0.352,12
17,0.29,23,0.215,31,0.352,12
17,0.288,23,0.22,31,0.355,12
17,0.295,23,0.195,31,0.35,12
39,1,71,0,71,0,5
39,0.85,71,0,71,0,5
39,1.2,71,0,71,0,5
39,1.4,71,0,71,0,5
39,1.9,71,0,71,0,5
39,2,71,0,71,0,5
39,1.6,71,0,71,0,5
39,1.5,71,0,71,0,5
16,0.15,27,0.11,31,0.148,12
16,0.15,27,0.106,31,0.147,12
16,0.16,27,0.12,31,0.148,12
16,0.152,27,0.12,31,0.148,12
16,0.152,27,0.11,31,0.155,12
16,0.16,27,0.1,31,0.15,12
32,1.4,60,1.2,59,0.9,2
32,1.33,60,1.2,59,0.855,2
32,1.26,60,1.24,59,0.77,2
32,1.33,60,1.2,59,0.83,2
32,1.33,60,1.25,59,0.87,2
32,1.33,60,1.27,59,0.89,2
32,1.26,60,1.15,59,0.9,2
32,1.25,60,1.15,59,0.89,2
32,1.27,60,1.25,59,0.92,2
32,1.23,60,1.22,59,0.78,2
32,1.33,60,1.23,59,0.9,4
32,1.23,60,1.2,59,0.77,2
32,1.22,60,1.21,59,0.78,2
32,1.23,60,1.2,59,0.78,2
32,1.25,60,1.15,59,0.88,2
32,0.34,8,0.23,64,1.14,8
32,0.36,8,0.233,64,1.23,8
32,0.36,8,0.245,64,1.21,8
32,0.37,8,0.268,64,1.226,8
32,0.368,8,0.273,64,1.23,8
32,0.4,8,0.3,64,1.35,4
32,0.405,8,0.31,64,1.36,4
32,0.4,8,0.3,64,1.25,4
32,0.38,8,0.31,64,1.26,8
32,0.57,8,0.55,64,2.2,4
32,0.56,8,0.54,64,1.95,4
32,0.588,8,0.54,64,2.08,4
32,0.582,8,0.51,64,2.04,4
32,0.56,8,0.54,64,1.95,4
32,0.684,8,0.636,64,2.52,4
32,0.68,8,0.62,64,2.48,4
32,0.68,8,0.6,64,2.46,4
32,0.68,8,0.58,64,2.5,4
32,0.65,8,0.54,64,2.21,4
32,0.66,8,0.527,64,2.2,4
16,0.008,66,0.49,58,0.7,11
16,0.011,66,0.7,58,0.68,11
16,0.01,66,0.72,58,0.66,11
16,0.015,66,0.7,58,0.63,11
16,0.017,66,0.68,58,0.6,11
16,0.02,66,0.65,58,0.58,11
16,0.023,66,0.68,58,0.6,1
16,0.027,66,0.63,58,0.55,1
16,0.025,66,0.64,58,0.53,11
16,0.024,66,0.63,58,0.52,11
16,0.024,66,0.64,58,0.52,11
16,0.023,66,0.666,58,0.588,11
16,0.021,66,0.67,58,0.55,11
16,0.02,66,0.67,58,0.58,11
16,0.024,66,0.68,58,0.595,11
16,0.025,66,0.68,58,0.59,11
16,0.026,66,0.68,58,0.58,11
52,0.36,55,0.78,58,1.15,1
52,0.36,55,0.8,58,1.28,1
52,0.357,55,0.9,58,1.23,1
52,0.36,55,0.85,58,1.28,1
16,0.042,48,0.88,58,1.27,11
16,0.042,48,0.88,58,1.27,1
16,0.04,48,0.89,58,1.3,1
16,0.04,48,1,58,1.4,1
16,0.02,48,1.18,58,1.5,1
16,0.03,48,1.15,58,1.45,1
16,0.02,48,1.15,58,1.55,1
16,0.02,48,1.15,58,1.6,1
16,0.018,48,1.13,58,1.6,1
16,0.019,48,1.15,58,1.6,1
16,0.0195,48,1.15,58,1.6,1
16,0.02,48,1.15,58,1.64,1
16,0.02,48,1.12,58,1.65,1
42,0.62,50,2.8,52,0.133,13
42,0.6,50,2.8,52,0.115,13
42,0.61,50,2.9,52,0.11,13
42,0.63,50,2.85,52,0.115,13
42,0.64,50,2.8,52,0.117,13
42,0.64,50,2.85,52,0.113,13
42,0.65,50,2.88,52,0.11,13
42,0.66,50,2.85,52,0.1,13
42,0.7,50,2.88,52,0.09,13
42,0.7,50,3,52,0.1,13
42,0.71,50,2.95,52,0.105,13
42,0.69,50,2.86,52,0.095,13
42,0.7,50,2.9,52,0.1,13
42,0.72,50,2.9,52,0.1,13
42,0.73,50,2.9,52,0.095,13
42,0.75,50,2.95,52,0.082,13
8,0.9,48,1.4,31,0.25,9
8,1,48,1.76,31,0.3,9
8,1,48,1.936,31,0.34,9
8,0.86,48,1.95,31,0.3,9
8,1,48,1.8,31,0.3,9
8,0.9,48,2,31,0.25,9
8,0.93,48,2.1,31,0.23,9
8,1,48,2.33,31,0.29,9
8,1.01,48,2.34,31,0.3,9
8,1,48,2.34,31,0.31,9
8,0.98,48,2.34,31,0.33,9
8,0.96,48,2.36,31,0.35,9
8,0.92,48,2.4,31,0.38,9
8,0.9,48,2.42,31,0.29,9
8,0.88,48,2.45,31,0.28,9
8,0.84,48,2.6,31,0.27,9
8,0.84,48,2.55,31,0.28,9
44,0.766,50,2.5,31,0.125,10
44,0.74,50,2.4,31,0.12,10
31,0.115,44,0.7,50,2.3,10
44,0.68,50,2.4,31,0.115,10
44,0.7,50,2.3,31,0.12,10
44,0.73,50,2.35,31,0.13,10
8,0.68,48,2,31,0.078,10
8,0.7,48,2.1,31,0.073,10
8,1.35,52,0.36,31,0.037,6
8,1.34,52,0.34,31,0.015,6
8,1.35,52,0.32,31,0.03,6
8,1.25,52,0.28,31,0.023,6
8,1.08,52,0.26,31,0.035,6
8,1.1,52,0.27,31,0.03,6
8,1.15,52,0.28,31,0.033,6
8,1.17,52,0.29,31,0.034,6
8,1.24,52,0.3,31,0.035,6
8,1.236,52,0.294,31,0.033,6
8,1.243,52,0.29,31,0.035,6
8,1.25,52,0.29,31,0.034,6
8,1.245,52,0.29,31,0.033,6
42,1.03,50,2.5,71,0,13
42,1.08,50,2.625,71,0,13
42,1.1,50,2.7,71,0,13
42,1.28,50,2.95,71,0,13
42,1.3,50,3,71,0,13
42,1.31,50,3,71,0,13
42,1.216,50,3,71,0,13
42,1.235,50,3,71,0,13
42,1.244,50,3,71,0,13
42,1.28,50,3,71,0,13
42,1.285,50,3,71,0,13
42,1.29,50,3,71,0,13
42,1.3,50,3,71,0,13
42,1.29,50,3,71,0,13
42,1.295,50,3,71,0,13
42,1.17,50,3,52,0.026,13
32,1.5,29,0.72,58,1.48,2
32,1.5,29,0.7,58,1.5,2
32,1.53,29,0.73,58,1.52,2
32,1.5,29,0.744,58,1.48,2
32,1.48,29,0.725,58,1.49,2
32,1.46,29,0.733,58,1.485,2
44,0.55,48,0.29,64,1.37,4
44,0.55,48,0.3,64,1.38,4
16,0.013,27,0.077,58,0.63,11
16,0.026,27,0.07,66,0.323,11
16,0.02,27,0.08,58,0.63,11
16,0.03,27,0.09,66,0.323,11
16,0.03,27,0.075,58,0.63,11
16,0.04,27,0.085,66,0.31,11
16,0.042,27,0.126,66,0.344,11
16,0.0126,17,0.068,31,0.136,14
16,0.0128,17,0.07,31,0.133,14
16,0.013,17,0.08,31,0.12,14
16,0.015,17,0.085,31,0.1,14
16,0.016,17,0.095,31,0.1,14
16,0.016,17,0.1,31,0.11,14
16,0.015,17,0.105,31,0.11,14
16,0.0156,17,0.103,31,0.11,14
16,0.011,17,0.114,31,0.113,14
16,0.011,17,0.116,31,0.117,14
16,0.011,17,0.116,31,0.115,14
